GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	GENEID_list	GENENAME_list
GO:0004435	0.0176314800169668	67.3583333333333	0.0177624275317627	1	16	phosphatidylinositol phospholipase C activity	ENSXMAG00000006531	PLCB2
GO:0004620	0.0424926423971838	26.5131578947368	0.0432959171086715	1	39	phospholipase activity	ENSXMAG00000006531	PLCB2
GO:0004629	0.0176314800169668	67.3583333333333	0.0177624275317627	1	16	phospholipase C activity	ENSXMAG00000006531	PLCB2
GO:0008081	0.00152157020847147	44.2087912087912	0.059948192919699	2	54	phosphoric diester hydrolase activity	ENSXMAG00000014022,ENSXMAG00000006531	GDPD5,PLCB2
GO:0042578	0.0250903218638909	9.90685966016362	0.254224744048353	2	229	phosphoric ester hydrolase activity	ENSXMAG00000014022,ENSXMAG00000006531	GDPD5,PLCB2
GO:0042802	0.0392819273668386	28.7964285714286	0.039965461946466	1	36	identical protein binding	ENSXMAG00000017239	gpd1a
GO:0042803	0.0143467830038201	84.2291666666667	0.0144319723695572	1	13	protein homodimerization activity	ENSXMAG00000017239	gpd1a
GO:0047952	0.00332716920477805	506	0.0033304551622055	1	3	glycerol-3-phosphate dehydrogenase [NAD(P)+] activity	ENSXMAG00000017239	gpd1a
GO:0051015	0.0349860886665518	32.5282258064516	0.0355248550635253	1	32	actin filament binding	ENSXMAG00000007951	MYO6
GO:0051287	0.0360616459671091	31.5078125	0.0366350067842605	1	33	NAD binding	ENSXMAG00000017239	gpd1a
